dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall_id,recall_tieaware,latency_median_ms,latency_p95_ms,build_seconds,memory_mb,repeat
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",1,10,1,0.242,0.24233,0.0516,0.0884,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",1,10,1,0.242,0.24233,0.0513,0.0925,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.31867,0.319,0.0667,0.1236,13.45,3.72,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.31867,0.319,0.0562,0.0989,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.31867,0.319,0.0558,0.0966,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.37467,0.375,0.0645,0.1045,13.45,3.72,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.37467,0.375,0.0647,0.1062,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.37467,0.375,0.0715,0.1172,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.40967,0.41,0.081,0.1243,13.45,3.72,0
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.40967,0.41,0.0807,0.132,13.45,3.72,1
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.40967,0.41,0.082,0.1444,13.45,3.72,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.429,0.42933,0.1118,0.1597,13.45,3.72,0
